id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat|lat|lon|uuid|tipo
15|Lope de Vega|Las bizarrías de Belisa|23 de julio de 2021|Antonio Alcalde|Clásicos on the Road|Festival internacional de Teatro Clásico de Almagro|Corral de Comedias||40.270002|-4.0476549|35ed50fd-01bf-4c71-a734-c10f0b980488|Nacional
16|Lope de Vega|La boba para los otros|8 de octubre de 2021|Rafael Rodríguez|2Rc Producciones|Festival iberoamericano del Siglo de Oro, Festival de Teatro Clásico de Olmedo|Teatro Pérez Galdós de Las Palmas de Gran Canaria||28.1034923|-15.4138437|513e8882-ee37-4543-971b-d9404b0f6561|Nacional
17|Lope de Vega|Fuenteovejuna, historia de un maltrato|16 de octubre de 2021|Marianella Morena|La Morena; Jóvenez Clásicos||Teatro del Títere de la Tía Norica de Cádiz||36.5321162|-6.2977584|e7c477f3-7ade-4304-a45e-7fb689540edc|Nacional
18|Lope de Vega|El perro del hortelano|2 de julio de 2021|Paco Mir|Vània Produccions; Sofía Aguilar Producciones de Arte|Festival internacional de Teatro Clásico de Almagro|Corral de Comedias de Almagro, Ciudad Real||38.8884394|-3.7119119|097a7bd4-4ee7-4fed-a0f5-7a80a042f679|Nacional
19|Lope de Vega|El perro del hortelano|3 de abril de 2021|Dominic Dromgoole|Fundación Siglo de Oro||Verde de los Teatros del Canal de Madrid||40.438279|-3.7051836|22222faa-e9eb-4517-a337-2950c0dc6fda|Nacional
20|Lope de Vega|El caballero de Olmedo|16 de junio de 2021|Pedro Luis López Bellot|Producciones La Barraca & Cía.|Festival de Teatro Clásico de Cáceres|Plaza de las Veletas de Cáceres||39.4732379|-6.3702347|40885a14-590f-4a49-86a8-913545c92714|Nacional
21|Lope de Vega|El animal de Hungría|12 de junio de 2021|Ernesto Arias|Colectivo Allatok; EscénaTe||Corral de Comedias de Alcalá de Henares, Madrid||40.4822922|-3.3645504|268799f5-4004-48fa-8baf-2ec02bad0a3f|Nacional
22|||||||||||ed4b2ff7-3e9a-4efa-89e3-37c11d3682da|Nacional
23|Lope de Vega|Distrito Fuenteovejuna|Verano 2020|Francisco Valcarce|Movimiento Sempiterno||???||40.4422656|-3.7329769|32dc736e-cde8-4039-969b-b24d0da6f509|Nacional
24|Lope de Vega|Canciones de Olmedo|15 de noviembre de 2020|José Carlos Cuevas|Jóvenes Clásicos|Festival LA ESCENA 2020|Online. Grabado en el Teatro del Soho, Málaga||40.4225603|-3.71184|f04203a1-3816-4c54-adda-c1dad683aa55|Nacional
25|Lope de Vega|Arte nuevo de hacer teatro para jóvenes de nuestro tiempo; Eco y Narciso; Valor, agravio y mujer; Fuenteovejuna|4 de marzo de 2021|Mariano Estudillo|Joven Compañía Nacional de Teatro Clásico, JCNTC|Festival de Teatro Clásico de Almagro|sala Tirso de Molina del Teatro de la Comedia de Madrid||40.4155336|-3.7003923|6ac2d222-489f-4908-833f-f0c1f5438f3b|Nacional
26|Lope de Vega|Peribáñez y el comendador de Ocaña|15 de septiembre de 2020|del Colectivo|Dragoi Zuria||||||e214ab66-36cf-4a66-8a9b-d163ab1693bb|Nacional
27|Lope de Vega|Ni come, ni deja comer|18 de julio de 2020|José Luis Pineda Ortega|Asociación Cultural Teatral A Escena|Festival de Teatro Clásico de Almagro|Dentro de la programación de Barroco Infantil Online del Festival de Teatro Clásico de Almagro||38.8884394|-3.7119119|a5f8a40e-a817-423c-9b6d-3bf34167de87|Nacional
28|Lope de Vega|Mujeres del Siglo de Oro|||????????????||||||f40efbbc-9756-4e23-8620-70f5096b1c51|Nacional
29|Lope de Vega|La selva sin amor|18 de julio de 2020|Jesús Caballero|La Máquina Real|Festival de Teatro Clásico de Almagro|Palacio de los Oviedo de Almagro||38.8885331|-3.7148567|5d84f059-be12-4782-86cd-667151ebc473|Nacional
30|Lope de Vega|La discreta enamorada|19 de julio de 2020|Javier Mañón|Corrales de Comedias Teatro S.L|Festival de Teatro Clásico de Almagro|Palacio de los Oviedo de Almagro||38.8885331|-3.7148567|0e4178d2-8085-479f-a09d-446a5f835a4b|Nacional
31|Lope de Vega|El discreto enamorao|29 de enero de 2020|Inés Muñoz|Las monstruas|Ciclo Clásicos en Enero, Murcia|Teatro Circo Murcia||37.9877971|-1.1281103|d16edd7a-6306-4e85-8f8b-2baf5d432719|Nacional
32|Lope de Vega|Castelvines y Monteses|16 de octubre de 2020|Sergio Peris-Mencheta|Barco Pirata; Compañía Nacional de Teatro Clásico.CNTC||Logroño||42.4602928|-2.4483627|f5fd9c04-6fa0-4f37-a1f7-b8024dce5a1a|Nacional
33|Lope de Vega|Todas las guerras|||Joven Compañía Nacional de Teatro Clásico, JCNTC||||||c634c1fa-bf3a-4bde-88d8-12f800ba82e3|Nacional
34|Lope de Vega|María Estuardo. Corona trágica|27 de julio de 2019|Manuel Canseco|Compañía Manuel Canseco|Festival de Teatro Clásico de Almagro|Almagro, Ciudad Real||38.8888239|-3.7111408|45a55ed2-5b8d-4290-be21-eeac24391844|Nacional
35|Lope de Vega|Los locos de Valencia|15 de febrero de 2019|Antonio Algarra|Compañía Profesional de la Escuela Nacional de Arte Teatral, INBAL||La Corrala del Mitote, México||19.3542289|-99.1412521|ea7d8512-109c-4a99-bf87-063c8a60f176|Nacional
36|Lope de Vega|La viuda valenciana|12 de julio de 2019|Borja Rodríguez|Mic Producciones Teatrales|Festival de Teatro Clásico de Almagro|Palacio de los Oviedo de Almagro (Ciudad Real)||38.8885331|-3.7148567|5a8cc4ca-fc6d-4d78-aea0-06a8573e2dc7|Nacional
37|Lope de Vega|La dama boba|8 de julio de 2019|Antonio Alcalde|Clásicos on the Road|Festival de Teatro Clásico de Almagro|Ermita de la Magdalena de Almagro (Ciudad Real)||38.8844811|-3.7098712|28f33682-f799-4bfd-9a5d-d6658e335927|Nacional
38|Lope de Vega|La dama boba|26 de mayo de 2019|Victoria Savelieva|Olympia Metropolitana S.A||TAC Catarroja, Valencia||39.4034449|-0.4095795|5dfee58c-a281-4095-a56e-d199513d5c2e|Nacional
39|Lope de Vega|Fuenteovejuna o el coraje de las mujeres; Fuenteovejuna, el valor de las mujeres|12 de julio de 2019|Vagba Oboud de Sales y Luis Marqués|Alma Production|Festival de Teatro Clásico de Almagro|Patio de Fúcares de Almagro (Ciudad Real)||38.8899191|-3.709986|72f95fcd-aa0a-4825-baff-eec8b2b0f3c9|Nacional
40|Lope de Vega|El perro del hortelano|5 de julio de 2019|José Vicente Gómez|El Taular Teatro|Festival de Teatro Clásico de Almagro|En un coche Mercedes en Almagro||40.4604446|-3.7117905|e042fda1-fa4a-4d39-a7db-eb8c1135583f|Nacional
41|Lope de Vega|El perro del hortelano|10 de agosto de 2019|Iker Ortiz de Zárate|Ortzai||||||696d648d-c248-45ca-8e76-acc47b681ae2|Nacional
42|Lope de Vega|Dos tablas y una pasión|8 de junio de 2019|Rafael Álvarez 'El Brujo'|Producciones El Brujo|Festival de Teatro Clásico de Cáceres|Sala Principal del Gran Teatro de Cáceres||39.4731946|-6.3754623|653dfa24-a24f-4b1c-bd48-d1106d75f30d|Nacional
43|Lope de Vega|La Gatomaquia|19 de julio de 2018|Laura Ferrer|La Coquèlicot|Festival de Teatro Clásico de Almagro|Silo de Almagro (Ciudad Real)||38.8942052|-3.7077272|72f03d03-0655-405f-bb7d-4cea3a52e67e|Nacional
44|Lope de Vega|La discreta enamorada|27 de julio de 2018|Santiago Doria|Compañía La Discreta Enamorada|Festival de Teatro Clásico de Almagro|Corral de Comedias de Almagro (Ciudad Real)||38.8884394|-3.7119119|13da4c4e-cc08-4383-8d3e-2d4317d377d9|Nacional
45|Lope de Vega|El perro del hortelano||Alberto Gómez Taboada|Hilanderas Producciones||||||94e0ffa4-cd42-4fad-b557-f2f70df14d29|Nacional
46|Lope de Vega|El castigo sin venganza||Laura López Martínez|En la Luna Teatro||||||9d4bdb99-dd60-498f-bda3-20772fb26c67|Nacional
47|Lope de Vega|El castigo sin venganza|21 de noviembre de 2018|Helena Pimenta|Compañía Nacional de Teatro Clásico,CNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|906a3080-27f3-46f7-a0ea-0f8ff69a7b18|Nacional
48|Lope de Vega|Lo fingido verdadero|6 de julio de 2018|David Ojeda|Katum Teatro; Palmyra Teatro|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro (Ciudad Real)||38.8903455|-3.7117528|7920fa98-ed51-4849-bb34-701ea2343a92|Nacional
49|Lope de Vega|Préstame tus palabras 3||Alex Ruiz-Pastor|Joven Compañía Nacional de Teatro Clásico, JCNTC||||||f1ea63ab-4273-4338-8754-f31397ef7695|Nacional
50|Lope de Vega|La judía de Toledo|8 de marzo de 2017|Laila Ripoll|Compañía Nacional de Teatro Clásico,CNTC; Producciones Micomicón||Teatro de la Comedia de Madrid.||40.4155336|-3.7003923|1ab5c084-a1c1-4030-bd80-676ecfe54bd0|Nacional
51|Lope de Vega|La dama boba|28 de noviembre de 2017|Alfredo Sanzol|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro de la Comedia de Madrid.||40.4155336|-3.7003923|99cf73b0-5ec7-4450-9bf9-3c623321842e|Nacional
52|Lope de Vega|La Araucana. Auto sacramental|26 de julio de 2017|Tania Faúndez Carreño|Teatro del Nuevo Mundo|Festival de Teatro Clásico de Almagro|||||0d313a44-3afc-47bd-af1c-f3a793340074|Nacional
53|Lope de Vega|Fuenteovejuna|19 de mayo de 2017|Javier Hernández-Simón|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|f1f37e39-a23c-4941-9018-4c62dcbfba17|Nacional
54|Lope de Vega|El caballero de Olmedo|3 de noviembre de 2017|Eduardo Vasco|Noviembre Compañía de Teatro S.L||||||f9cc3b04-7899-400b-b230-65e8c462deb7|Nacional
55|Lope de Vega|#Descuadra_2-Una comedia de enredo muy enredada-|10 de julio de 2017|Miguel Moreiras.|Pradana Teatro|Festival de Teatro Clásico de Almagro|Ermita de San Ildefonso de Almagro||38.885073|-3.7195114|d0c356c5-32e8-4f42-8858-6ac7fa270d16|Nacional
56|Lope de Vega|La villana de Getafe|20 de mayo de 2016|Roberto Cerdá|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|a368039f-6242-4abc-a9f8-a6da80af3880|Nacional
57|Lope de Vega|La discreta enamorada|17 de enero de 2016|Pedro Miguel Martínez|El Bucle||Casa de Cultura de Burlada, Navarra||42.8244455|-1.620846|d413a1d3-f473-4d65-ab5f-ee898c167a78|Nacional
58|Lope de Vega|La boda entre dos maridos||Ana de Santos y Romeo Urbano|Albricias Teatro||||||c55f93aa-702a-4e3b-873c-19e45e2532d8|Nacional
59|Lope de Vega|Fuenteovejuna||Pepa Gamboa|Atalaya - TNT||Espectáculo TNT - El Vacíe||37.4216355|-5.9735266|df8d2400-0276-49ab-a671-450a7c2b78ef|Nacional
60|Lope de Vega|El perro del hortelano|19 de octubre de 2016|Helena Pimenta|Compañía Nacional de Teatro Clásico,CNTC||Teatro de la Comedia de Madrid||40.4155336|-3.7003923|3e542fae-aa48-4761-8d7f-70e161e2dd3c|Nacional
61|Lope de Vega|Mujeres y criados|29 de abril de 2015|Laurence Boswell y Rodrigo Arribas.|Fundación Siglo de Oro||Teatro Español de Madrid||40.4149459|-3.7001863|47ef6184-b802-4bcc-a215-dd45ede68bb3|Nacional
62|Lope de Vega|La dama boba (versión animal)|11 de julio de 2015|Ramón Gutiérrez Rojas|La Calderona|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro (Ciudad Real)||38.8903455|-3.7117528|9352fc24-646a-4272-8e45-617cc8cd0361|Nacional
63|Lope de Vega|La dama boba||Victoria Savelieva|Teatro Clásico Mediterráneo||||||8f41abd0-5fd4-4807-a96a-850675121d4d|Nacional
64|Lope de Vega|Fuenteovejuna|2 de julio de 2015|Ángel Luis Martín Fernández|Vecinos de Fuente Obejuna|Festival de Teatro Clásico de Almagro|Plaza Mayor de Almagro (Ciudad Real)||38.8886344|-3.7117809|97875db8-9c88-4e6d-baa3-f5a1550579b1|Nacional
65|Lope de Vega|Fuenteovejuna|8 de abril de 2015|José Luis Arellano|La Joven Compañía||Teatro Conde Duque de Madrid||40.4274072|-3.7107195|6e6666a5-4b26-4c78-9455-b2ed97bc3f3d|Nacional
66|Lope de Vega|El príncipe ynocente|2015||Efe Tres||||||edf142df-20c8-4a1d-981b-657b4692ada0|Nacional
67|Lope de Vega|El caballero de Olmedo|23 de abril de 2015|Juan Carlos Sanz|Valquiria Teatro||Teatro Viñagrande de Alcorcón, Madrid||40.3482819|-3.8049202|9501d8a2-7cc9-4c82-a2a7-46fe89d08d77|Nacional
68|Lope de Vega|Las dos bandoleras|8 de mayo de 2014|Carme Portaceli|Compañía Nacional de Teatro Clásico,CNTC||Teatro Pavón de Madrid||40.410031|-3.7061552|22eb966d-005f-45ac-8b30-201f92fc96b0|Nacional
69|Lope de Vega|La dama boba|14 de febrero de 2014|Adolfo Carmona|Acteatro||Teatro Oriente de Morón||37.121044|-5.4514299|4053c86f-7f8f-4df5-81bf-3bea6602e024|Nacional
70|Lope de Vega|La cortesía de España|3 de abril de 2014|Josep María Mestres|Joven Compañía Nacional de Teatro Clásico, JCNTC||Naves del Español, Matadero Madrid||40.3912894|-3.697739|bc50dadb-9507-46c5-aa0e-4b09bc9d87c5|Nacional
71|Lope de Vega|Fuenteovejuna|19 de junio de 2014|Pedro Casas|Compañía José Estruch. RESAD||Claustro del Colegio del Rey de Alcalá de Henares, Madrid||40.4836688|-3.3629518|0fccd0d5-0d2c-4d85-9bbb-a566b1a65b39|Nacional
72|Lope de Vega|El perro del hortelano|6 de julio de 2014|Gustavo Funes|Producciones El Perro Andalook||Plaza Vázquez de Molina de Úbeda, Jaén||38.0077028|-3.3678825|c52cb965-93b9-4824-9e52-4b87562bbe75|Nacional
73|Lope de Vega|El perro del hortelano|5 de febrero de 2014|Laurence Boswell y Rafel Díez Labín|Compañía Rakatá - Fundación Siglo de Oro|Festival de Teatro de Málaga|Teatro Echegaray de Málaga||36.7214409|-4.4192984|46b36d4c-67e7-4d76-b5a2-7b364efa7b20|Nacional
74|Lope de Vega|El castigo sin venganza||Ernesto Arias|Compañía Rakatá - Fundación Siglo de Oro||||||1c2f88a5-0b31-43a8-ac7c-a0e82f64721e|Nacional
75|Lope de Vega|El caballero de Olmedo|25 de abril de 2014|Antonio Barrios|Compañía de Teatro Clásico de Córdoba. Teatro Par||Sala Góngora del Gran Teatro de Córdoba||37.8835559|-4.7799033|e0a5dc63-5b36-4aa8-9643-bf144b10c393|Nacional
76|Lope de Vega|El caballero de Olmedo|21 de julio de 2014|Kei Jinguji|Ksec Act|Festival de Teatro Clásico de Olmedo|Corrala Palacio del Caballero de Olmedo (Valladolid)||41.2863196|-4.6859718|699cc848-7e28-4987-a150-8f5bde66233a|Nacional
77|Lope de Vega|El caballero de Olmedo|8 de febrero de 2014|Lluís Pasqual|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro Pavón de Madrid||40.410031|-3.7061552|5e308c20-1d55-4eda-b200-58f1bf591385|Nacional
78|Lope de Vega|Boba para los otros y discreta para sí|22 de julio de 2014|Rebeca Sanz-Conde|Lafinea Teatro|Festival de Teatro Clásico de Olmedo|Corrala Palacio Caballero de Olmedo (Valladolid)||41.2863196|-4.6859718|06f3b4db-84b2-47d9-84d1-20059b14ce83|Nacional
79|Lope de Vega|El caballero de Olmedo; Testosterona|5 de julio de 2013|Nancho Novo|Microteatro Por Dinero|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro||38.8903455|-3.7117528|80611c3e-345a-4235-86b3-cef9bef58f25|Nacional
80|Lope de Vega|La noche toledana|7 de mayo de 2013|Carlos Marchena|Joven Compañía Nacional de Teatro Clásico, JCNTC||Teatro Pavón de Madrid||40.410031|-3.7061552|0fcea323-ca68-4e42-ac29-f4ddc476b8a3|Nacional
81|Lope de Vega|Los locos de Valencia|19 de junio de 2013|Juan Polanco|La Academia del Verso|Festival Clásicos de Alcalá|Teatro Salón Cervantes||40.4834612|-3.3686855|7ed4449a-8dc0-4d53-be49-edd11730d5d3|Nacional
82|Lope de Vega|Los celos; El caballero de Olmedo|5 de julio de 2013|Sonia Sebastián|Microteatro Por Dinero||Teatro Municipal de Almagro||38.8903496|-3.7143277|083021a3-38a4-4dad-b5c0-c2e79c09928b|Nacional
83|Lope de Vega|La vengadora de mujeres|22 de julio de 2013|Carla Soto|De la Nada Teatro|Festival de Teatro Clásico de Almagro|Almagro, Ciudad Real||38.8888321|-3.7162907|564512ba-4ae0-4f82-981a-1ce9ef2ea716|Nacional
84|Lope de Vega|La pasión; El caballero de Olmedo|5 de julio de 2013|Ana Risueño|Microteatro Por Dinero|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro||38.8903496|-3.7143277|36bd30ce-f767-45cd-a5c9-75d8e7a419f9|Nacional
85|Lope de Vega|La estrella de Sevilla|27 de julio de 2013|Alfonso Zurro|Teatro Clásico de Sevilla|Festival de Teatro y Danza de Niebla|Festival de Teatro y Danza de Niebla||38.893527|-6.5130117|4c3c8224-f25d-4ca2-89b4-9926b0ad3a1f|Nacional
86|Lope de Vega|La discreta enamorada|30 de noviembre de 2013|Gonzala Martín Scherman|Factoría Teatro||Centro Cultural Valdebernardo de Madrid||40.3996124|-3.6236416|70d6e013-4c9e-4d3c-84b4-ceceeb2018d6|Nacional
87|Lope de Vega|La dama boba||Jorge Fullana|Espacio Imaginado||||||31491c31-b889-4472-be25-da0779220a50|Nacional
88|Lope de Vega|Fuenteovejuna. Breve tratado sobre las ovejas domésticas|25 de mayo de 2013|Ricard Soler i Mallol|Companyia Obskené||Corral de Comedias de Alcalá de Henares (Madrid)||40.4822963|-3.3671253|2d65d68c-e095-475d-8424-686ee2c75f8a|Nacional
89|Lope de Vega|Fuenteovejuna||José Luis Arellano García|La Joven Compañía||||||c269d077-c3b5-4980-aaeb-9b09a3886d1a|Nacional
90|Lope de Vega|Fuenteovejuna. Ensayo desde la violencia|19 de junio de 2013|César Barló|Almaviva Teatro||Corrala de la calle Montesinos n.º 56 de Aranjuez, Madrid||40.2191001|-3.8180579|4daab982-8b38-4f84-a53b-6374b9df4ed9|Nacional
91|Lope de Vega|El subterráneo; El caballero de Olmedo|5 de julio de 2013|Fernanda Muchico y Miguel Alcantud|Microteatro Por Dinero|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro||||df373b48-410d-4ad4-aa8c-ec51299eddbe|Nacional
92|Lope de Vega|El perro del hortelano|2 de noviembre de 2013|del Colectivo|Zamamur Producciones||||||9c50142e-623d-40e9-a7e3-6ba90fcd89c9|Nacional
93|Lope de Vega|El perro del hortelano||Manuel Carcedo Sama|Karpas Teatro||||||d26416a4-a10c-4202-ba56-985c29cc214f|Nacional
94|Lope de Vega|El objeto de deseo; El caballero de Olmedo|5 de julio de 2013|Carlos Molinero|Microteatro Por Dinero|Festival de Teatro Clásico de Almagro|||||29f1b5a4-a94d-48a8-9003-50e2e884f5a9|Nacional
95|Lope de Vega|El caballero de Olmedo|2013|Antonio Raposo|Viento Sur Teatro||||||04a43b00-1703-44e3-a129-aa0fc626e198|Nacional
96|Lope de Vega|El caballero de Olmedo|22 de marzo de 2013|Felype de Lima|Secuencia 3 Artes y Comunicación|Festivales de Cantabria|Palacio de Festivales de Cantabria||43.4629835|-3.7920739|a691e9e5-e7c0-4ca7-af88-9870ae727908|Nacional
97|Lope de Vega|Las flores de don Juan|2012|José Bornás|Apata Teatro|Festival Internacional de Teatro y Danza de San Javier|Festival Internacional de Teatro y Danza de San Javier||37.8040728|-0.8357535|9f42c508-fdba-4597-b064-fb94e87e7f15|Nacional
98|Lope de Vega|La discreta enamorada y doña Francisquita||Juan Polanco|La Academia del Verso de Alcalá||||||05d75dfa-34ee-4742-b258-958528655bac|Nacional
99|Lope de Vega|La dama boba|23 de junio de 2012|Laila Ripoll|Producciones Micomicón||Plaza de San Jorge de Cáceres||39.4738455|-6.3728933|d27838df-1ddc-432f-8a78-1ff0b7821d72|Nacional
100|Lope de Vega|La dama boba||Pilar Pérez Salcedo|La Fragua de los Sueños||||||7dfba40c-3c10-44c3-8609-adb08c973ec0|Nacional
101|Lope de Vega|Fingido y verdadero|13 de julio de 2012|Luis Miguel Cintra|Teatro da Cornucopia|Festival de Teatro Clásico de Almagro|Antigua Universidad Renacentista de Almagro (Ciudad Real)||38.8915978|-3.717401|a2e9c191-5bee-43d2-881b-870feeade0d9|Nacional
102|Lope de Vega|El premio del bien hablar|27 de enero de 2012|Carlos Martínez-Abarca|Valquiria Teatro||Teatro Zorrilla de Valladolid||41.6516396|-4.7306325|63b057b6-7b3a-4255-8693-ed4806e01e38|Nacional
103|Lope de Vega|El perro del hortelano|3 de julio de 2012|Josemi Rodríguez|Pata Teatro||Museo de la Semana Santa de Málaga||36.723534|-4.4249756|3d8642c7-121b-4257-b661-4b9aa98f3253|Nacional
104|Lope de Vega|El perro del hortelano|15 de julio de 2012|Álvaro Morte|300 Pistolas Produccione|Festival de Teatro Clásico de Almagro|Teatro La Veleta de Almagro (Ciudad Real)||38.8994113|-3.7105496|c63dd9cf-9997-437b-8f79-ac2570cc87c2|Nacional
105|Lope de Vega|El castigo sin venganza|20 de julio de 2012|Antonio Rojas|Seres Comunes|Festival de Teatro Clásico de Almagro|Teatro La Veleta de Almagro (Ciudad Real)||38.8994113|-3.7105496|4b454ef3-96d2-40ca-9ab7-1536ded5677e|Nacional
106|Lope de Vega|El castigo sin venganza|26 de abril de 2012|María Rodríguez y Armando Jerez|Timaginas Teatro||Teatro Guimerá de Santa Cruz de Tenerife||28.4658945|-16.2534703|58668cca-cbd4-412d-94af-e8b45dbba9fa|Nacional
107|Lope de Vega|El bobo del colegio|29 de junio de 2012|José Luis Fernández Puentes|In Vitro Teatro|Festival Clásicos de Alcalá|Patio del Instituto Cervantes de Alcalá de Henares||40.4193451|-3.6979259|dc888c49-0d03-4657-ac6d-dd8c0f14f1a9|Nacional
108|Lope de Vega|Los locos de Valencia|8 de junio de 2011|Antoni Tordera|Centre Teatral de la Generalitat||Teatre Calderón de Alcoi, Alicante||38.6981586|-0.4747141|3d7b9049-f7b1-48b2-aeb0-0be092a58452|Nacional
109|Lope de Vega|El perro del hortelano|1 de julio 2011|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|Festival de Teatro Clásico de Almagro|Hospital de San Juan de Almagro (Ciudad Real)||39.2207766|-4.5797475|af4ec4f0-9c8d-474c-aa0c-a69fdc6ace31|Nacional
110|Lope de Vega|El hospital de los podridos y otros entremeses del S. XXI|3 de junio de 2011|Cristina Yáñez|Tranvía Teatro||Teatro de la Estación de Zaragoza||41.6567526|-0.8967803|2fa8ebe8-7a7e-4ead-a179-dc177e569d57|Nacional
111|Lope de Vega|El castigo sin venganza|8 de julio de 2011|Francisco Civit|La Sudestada|Festival de Teatro Clásico de Almagro|Corral de Comedias de Almagro (Ciudad Real)||38.8884435|-3.7144868|07941dee-d4e0-4a3b-a3b6-1c70abd849d5|Nacional
112|Lope de Vega|El amor enamorado|22 de junio de 2011|Fefa Noia|Lacaimana|Festival Clásicos de Alcalá|Corral de Comedias de Alcalá de Henares (Madrid)||40.4822922|-3.3645504|7c1e443b-11a4-4ca9-9a5c-a0aca26e44a8|Nacional
113|Lope de Vega|De Fuente Ovejuna a Ciudad Juárez; Fuenteovejuna||Lucía Rodríguez Miranda|The Cross Border Project||||||3789002f-1982-4d81-bdd5-66a28b0ac22f|Nacional
114|Lope de Vega|Lo fingido verdadero|14 de julio de 2010|Claudio Hochman|La Máquina Real|Festival de Teatro Clásico de Almagro|Corral de Comedias de Almagro (Ciudad Real)||38.8884435|-3.7144868|2bc1f6db-1ec6-452d-932a-a22ccbc8ca39|Nacional
115|Lope de Vega|La moza de cántaro|27 de marzo de 2010|Eduardo Vasco|Joven Compañía Nacional de Teatro Clásico, JCNTC; Compañía Nacional de Teatro Clásico (CNTC)||Teatro Juan Bravo de Segovia||40.9504866|-4.1261172|f82716f7-6d72-444f-82a3-96647d97dfdf|Nacional
116|Lope de Vega|La hermosa fea|30 de septiembre de 2010|Francisco García Vicente|La Tejedora de Sueños||Teatro Jovellanos de Gijón (Asturias)||43.5392743|-5.6638491|f81f2ea9-a3af-4fec-99d2-42283a78f313|Nacional
117|Lope de Vega|La dama boba|15 de enero de 2010|Jaroslaw Bielski|Compañía Réplika Teatro||Teatro Juan Bravo de Segovia||40.9504866|-4.1261172|6ca6af56-cafd-4d6a-864c-dc4fa9ae9955|Nacional
118|Lope de Vega|El galán de la Membrilla|2 de julio de 2010|Antonio Malonda|Teatro Cachivaches||Teatro Auditorio de Chinchilla (Albacete)||38.9205284|-1.7269005|edaea7f2-7144-4297-9f7f-a0799e100adc|Nacional
119|Lope de Vega|El castigo sin venganza|6 de noviembre de 2010|Ernesto Arias y Simon Brede|Compañía Rakatá||||||47fb1415-aaa0-43b1-a6d4-ad58c86ac32e|Nacional
120|Lope de Vega|Peribáñez|26 de marzo de 2009|Amaya Curieses|Los Barracos||Círculo de Bellas Artes de Madrid||40.4183083|-3.6991082|440febf2-32b2-40af-bcab-f61465f82aff|Nacional
121|Lope de Vega|Lope a lo-petit|30 de enero de 2009|María Martínez de Tejada|De Puntillas Danza-Teatro||Centro Cultural Antonio Gala de La Rinconada (Sevilla)||37.4849094|-5.9851539|6817fbaa-c981-46df-bcac-044f97c421fe|Nacional
122|Lope de Vega|La villana de Getafe|10 de julio de 2009|Domingo Ortega|Sociedad Estatal de Conmemoraciones Culturales, SECC; Grupo de Teatro de la Universidad Carlos III|Festival de Teatro Clásico de Almagro|Patio Wessel de Almagro (Ciudad Real)||38.8913264|-3.7138669|b1c244e2-fa7c-4a9f-8a11-716dc908c9a0|Nacional
123|Lope de Vega|La niña de plata|2009|Ernesto Filardi|Aula de Teatro de la Universidad de Alcalá de Henares||Aula de Teatro de la Universidad de Alcalá de Henares||40.4423273|-3.7329769|883471ed-4c0f-40d8-b723-f1cbdb6c9a29|Nacional
124|Lope de Vega|La hermosa fea|15 de junio de 2009|Juan Manuel Casero|Diágoras Producciones|Festival de Teatro Clásico de Cáceres|Cáceres||39.4716679|-6.4113187|05fcd5a3-336e-4ece-b5d5-104e47b07cf5|Nacional
125|Lope de Vega|La Gatomaquia|9 de julio de 2009|Héctor Manuel Vidal|La Cuarta Producciones|Festival de Teatro Clásico de Almagro|Patio de Fúcares de Almagro (Ciudad Real)||38.8899232|-3.7125609|274793d6-e56e-426f-b928-c3cbc9d9a03d|Nacional
126|Lope de Vega|La estrella de Sevilla|4 de febrero de 2009|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Calderón de Valladolid||41.6539837|-4.7246809|f0d8bf84-e307-4a0d-a41f-d3dbd8a460ce|Nacional
127|Lope de Vega|Fuenteovejuna|24 de julio de 2009|Liuba Cid|Mefisto Teatro|Festival de Teatro Clásico de Almagro|Antigua Universidad Renacentista de Almagro (Ciudad Real)||38.8915978|-3.717401|35cb71d4-2b89-4cc9-a1bc-73f649a033d4|Nacional
128|Lope de Vega|Fuenteovejuna||Laurence Boswell|Rakatá||||||180849a2-5f12-446b-b44a-a54844bc9a43|Nacional
129|Lope de Vega|Fuenteovejuna|17 de julio de 2009|Kei Jinguji|Ksec Act|Festival de Teatro Clásico de Almagro|Teatro Municipal de Almagro (Ciudad Real)||38.8903496|-3.7143277|45e2ff0d-23b1-4c9b-bcb0-6fb3124fa2c0|Nacional
130|Lope de Vega|El perro del hortelano|14 de abril de 2009|Gustavo Funes|El Ojo del Bululú||||||0df9c19f-6f95-4b77-9c23-ccdc3619cb41|Nacional
