id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat|lat|lon|uuid|tipo
131|Lope de Vega|El perro del hortelano|10 de julio de 2009|Juan Carlos Maestre|Radio Nacional de España|Festival de Teatro Clásico de Almagro|Corral de Comedias de Almagro (Ciudad Real)||38.8884394|-3.7119119|a2f9447e-7d3e-4a31-9ed3-c519785e6824|Nacional
132|Lope de Vega|El desdichado por la honra. Cuento trágico|3 de julio de 2009|Rafael Ruiz Álvarez|Aula de Teatro de la Universidad de Granada||||||fabae0e3-4081-4fb2-aca5-ef1566b80977|Nacional
133|Lope de Vega|El perro del hortelano|27 de febrero 2024|José Luis Matienzo e Irina Sabristova|Palkettostage|Festival BA (Busto Arsizio) Teatro|Spazioteatro Alberto Caprioli, Italia.||38.1112267|15.6477863|3ae0c45a-5304-4c6a-b660-5136704e8dbb|Nacional
134|Calderón de la Barca|A secreto agravio, secreta venganza|15 de junio de 2013|Lino Ferreira|El Óbolo Producciones|Festival Clásicos en Alcalá|Corral de Comedias de Alcalá de Henares (Madrid)||40.4822963|-3.3671253|ad7b13f0-049e-47ff-af4c-f184213090c4|Nacional
135|Calderón de la Barca|Otro gran teatro del mundo|21 de diciembre de 2012|Olga Margallo|Uroc Teatro||Teatro Pavón, Madrid||40.4100351|-3.7087301|af17b740-0e1f-4110-8a41-376f280efdc4|Nacional
136|Calderón de la Barca|Lorca, Calderón y los estudiantes de Babel|5 de julio de 2012|Toni Tordera|Escena Erasmus|Festival de Teatro Clásico de Almagro|Plaza de Santo Domingo de Almagro (Ciudad Real)||38.8872764|-3.7154261|803b60e9-cd37-4e87-a58f-6d441514451b|Nacional
137|Calderón de la Barca|La vida es sueño: el bululú||El Colectivo|El Aedo Teatro||||||94b0f79f-54e4-4490-b4b3-4879183805cc|Nacional
138|Calderón de la Barca|La vida es sueño|5 de julio de 2012|Helena Pimenta|CNTC|Festival de Teatro Clásico de Almagro|Hospital de San Juan de Almagro (Ciudad Real)||39.2207766|-4.5797475|b3b2f3a9-88e5-4738-8e37-1de9d31c75ad|Nacional
139|Calderón de la Barca|La gran Cenobia|18 de febrero de 2012|Gustavo Galindo|Teatro Galo Real|Festival La Alternativa|||||eb4f2a46-e111-4e9a-835d-4b3d6599c0aa|Nacional
140|Calderón de la Barca|En la vida todo es verdad y todo mentira|12 de enero de 2012|Ernesto Caballero|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón, Madrid||40.4100351|-3.7087301|4b42f22e-7ebe-49cb-89f1-61177f4fd528|Nacional
141|Calderón de la Barca|Mañanas de abril y mayo|13 de abril|Laila Ripoll||Festival de teatro clásico Castilla de Peñíscola|Teatro Fernán-Gómez de Madrid||40.4249487|-3.6924422|1386ea08-3512-4c3b-8994-aee6e62208d0|Nacional
142|Calderón de la Barca|La vida es sueño en sus versos esenciales|27 de julio||Olmedo Clásico. Festival de Teatro Clásico de Olmedo|Festival de Teatro Clásico de Olmedo|Centro de Artes Escénicas San Pedro de Olmedo, Valladolid||41.288275|-4.6882509|0e25dec3-8aed-46ea-8f91-d0dcca4b691f|Nacional
143|Calderón de la Barca|La vida es sueño. Versión musical|1 de julio|Dirección: Macarena Baeza de la Fuente. Ayudante de dirección: Camila Gatica|Teatro la Calderona||Casa Palacio de los Villarreal de Almagro, Ciudad Real||38.8885372|-3.7174316|ee290b3d-d75b-476c-8d4d-0ffa1bc00654|Nacional
144|Calderón de la Barca|La vida es sueño|2 de julio|Dirección: Mariano de Paco. Ayudante de dirección: Daniel Alonso y Francisco Rivera.|Teatro Círculo|Festival Iberoamericano del Siglo de Oro: Clásicos en Alcalá|Monasterio Cisterciense de San Bernardo de Alcalá de Henares, Madrid||40.4830744|-3.3723843|15479504-2d46-4d53-b519-ff9f1d07b28f|Nacional
145|Calderón de la Barca|La vida es sueño|14 de octubre|Dirección: Declan Donnellan. Ayudante de dirección: Josete Corral.|Cheek by Jowl; Compañía Nacional de Teatro Clásico,CNTC; Lazona||Teatro Lope de Vega de Sevilla||40.4423273|-3.7329769|66e11895-1773-40bc-81bf-e9fd1e107151|Nacional
146|Calderón de la Barca|La gran Cenobia|13 de enero|DIreccón: David Boceta|Compañía Nacional de Teatro Clásico,CNTC||Sala Tirso de Molina del Teatro de la Comedia de Madrid||40.4155377|-3.7029672|8678726e-d290-443a-8382-f66c7c662e58|Nacional
147|Calderón de la Barca|No hay burlas con el amor|11 de junio|Dirección escénica: Josete Corral. Ayudantía de dirección: Víctor Sainz.|Vida Cantina|Festival Clásicos en Alcalá|Centro Cultural Gilitos de Alcalá de Henares, dentro de la programación del Festival Iberoamericano del Siglo de Oro, Clásicos en Alcalá||40.481696|-3.3803972|fb56f2af-dbbe-41f4-b665-f8553f352967|Nacional
148|Calderón de la Barca|Calderón, ¿enamorado?|17 de marzo|Amaya Curieses y José Maya|Zampanó Teatro|Jornadas de siglo de oro de Almería|||||e6f5b477-9be9-4cce-860c-9d6ecbbc15f7|Nacional
149|Calderón de la Barca|La vida es sueño|21 de julio|Dirección escenica: Alejandro Chacón, Argentina/Colombia|Coproducción del Teatro Mayor Julio Mario Santo Domingo, La Chapelle Harmonique y el Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid: Clásicos en Alcalá.|Festival Clásicos en Alcalá, en junio de 2023|Teatro mayor Julio Mario Santo domingo Bogotá - Colombia||4.7567233|-74.0652418|60a62588-d2d3-4ef8-b48f-83e7f28f6c98|Nacional
150|Calderón de la Barca|La vida es sueño|5-6 y 7 de junio|Jose alonso Mejia Roman|Asociación cutural tropa teatro|Festival Internacional de Teatro Clásico de Almagro, España, julio 2019|Teatro Colón de Bogotá||4.5966719|-74.076995|f1010faf-76c0-4a80-b55f-dcdd3da8ff73|Nacional
151|Atribuido a Tirso de Molina|El burlador de Sevilla y el convidado de piedra|19 de febrero de 2000|Isaac Benabeu|Associació d´Investigació i Experimentació Teatral||Sala La Cuina de Barcelona||41.3901412|-0.7428004|775fbe11-0231-4d5c-b496-8adc5717b93f|Nacional
152|Tirso de Molina|El condenado por desconfiado|1 de noviembre de 2001|José Maya|Zampanó Teatro|Festival de Otoño|Teatro Pavón de Madrid||40.4100351|-3.7087301|b6bf36cb-05de-4bff-96dd-ca1da1a55d6a|Nacional
153|Tirso de Molina|El condenado por desconfiado|31 de enero de 2001|Eva del Palacio|Teatro Morboria||Teartro Pradillo de Madrid||40.4485787|-3.6772033|a0020fdb-e33b-446b-beb4-c6850d626eba|Nacional
154|Tirso de Molina|Marta la piadosa||José Antonio Aliaga|Aula de Teatro Andrés de Claramonte||||||75ced34f-b97a-4df4-9e18-41c4bef467f2|Nacional
155|Tirso de Molina|Don Gil de las calzas verdes|11 de julio de 2002|Fernando Urdiales|Galileo Teatro||Teatro Liceo de Salamanca||40.9662929|-5.6650703|f935bae6-8c16-4084-aa4a-b7f5ac5f7be0|Nacional
156|Atribuido a Tirso de Molina|El burlador de Sevilla|28 de febrero de 2003|Miguel Narros|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón de Madrid||40.4100351|-3.7087301|4fe0af7d-cfbc-4438-bfd6-9f0bf1f47c28|Nacional
157|Atribuido a Tirso de Molina|El burlador de Sevilla|12 de julio de 2003|Ricardo Camacho|Teatro Libre|Festival de Teatro Medieval y Clásico Ciudad de Chinchilla|Auditorio Municipal de Chinchilla (Albacete)||38.9205284|-1.7269005|489f2e0e-2949-49e7-9dbe-23579571fdc0|Nacional
158|Tirso de Molina|El vergonzo en palacio||Asunción Mieres|Aula de Teatro de la UEX||||||78f1e7c7-faac-48d2-98a7-0019ea4d02d9|Nacional
159|Tirso de Molina|La celosa de sí misma|21 de noviembre de 2003|Luis Olmos|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón de Madrid||40.4100351|-3.7087301|889527e9-1919-4901-9e01-db86c5b31e36|Nacional
160|Tirso de Molina|La dama del olivar||Juan Antonio Barceló|Caleido||||||d3d261cb-07e4-443a-96f1-4d6b2f0a0ca6|Nacional
161|Tirso de Molina|Sueño del duque de Belaqua|21 de octubre de 2003|Virginia Nölting y Javier Parra|Anthares Teatro||Teatro Cánovas de Málaga||36.7281669|-4.421258|ba036fd1-6702-429b-bcab-36bafa1590f2|Nacional
162|Tirso de Molina|El condenado por desconfiado|2 de diciembre de 2004|Alejandro González Puche|Corporación Teatro del Valle||Teatro de la Universidad de Murcia||39.2374768|-3.6978228|dd85184c-a09b-4b9d-aa27-5887bc89d993|Nacional
163|Tirso de Molina|Gil el verde|18 de noviembre de 2004|Pepe Ola|Ciénaga Teatro||Sala Central Lechera de Cádiz||36.5362605|-6.2967985|0c251009-5538-4785-8d09-f738e5a7cb70|Nacional
164|Tirso de Molina|La venganza de Tamar|28 de abril de 2004 en Swan. 28 de octubre de 2004|Simon Usher|Royal Shakespeare Company|Festival de Otoño|En Swan: Theatre de Stratford-upon-Avon. En España en Teatro Español de Madrid||40.41495|-3.7027612|5073a0b6-9a11-40ea-883e-ea2e035c5854|Nacional
165|Tirso de Molina|Desde Toledo a Madrid||Carlos Aladro|Rakatá||||||ce407ef8-ea9e-4581-8676-4173c0ea4c65|Nacional
166|Tirso de Molina|Don Gil de las calzas verdes|29 de junio de 2006|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internaiconal de Teatro Clásico|Hospital de San Juan, Almagro (Ciudad Real)||39.6659655|-4.2341036|a378923c-9510-4ff0-87e6-aca8b5914224|Nacional
167|Atribuido a Tirso de Molina|El burlador de Sevilla||Pep Sanchís Vento|Assaig. Grup de Teatre de la Universitar València||||||1c531229-3c51-42cb-8231-1a352f7e406b|Nacional
168|Tirso de Molina|Don Gil de las calzas verdes||Francisco García Vicente|Esceula Superior de Arte Dramático de Murcia, ESAD||||||b985ad1c-50e0-447c-bd6c-4bd357416e3f|Nacional
169|Atribuido a Tirso de Molina|El burlador de Sevilla||Hadi Kurich|Teatro de la Tormenta, Xananda||||||b3b9cce3-5332-49a4-8937-d8a9f2f6a5fe|Nacional
170|Atribuido a Tirso de Molina|El burlador de Sevilla|28 de junio de 2008|Emilio Hernández|Pentación|Featival de Teatro Clásico de Almagro|Almagro, Ciudad Real||38.8888321|-3.7162907|0d61f5ca-4b82-444a-b795-a4b8753c94bb|Nacional
171|Atribuido a Tirso de Molina|El burlador de Sevilla|22 de febrero de 2008|Dan Jemmett|Teatro de la Abadía||Teatro de la Abadía de Madrid||40.4353063|-3.7120032|331dc1d9-9873-4874-b09d-ef2662690b3f|Nacional
172|Tirso de Molina|La mujer por fuerza|7 de marzo de 2008|José Maya|Brazodoble Producciones||Corral de Comedias de Alcalá de Henares, Madrid||40.4822922|-3.3645504|a7626753-9cdd-44d8-a42f-2374e72925e9|Nacional
173|Tirso de Molina|La prudencia en la mujer|20 de junio de 2008|Alberto González Vergel|Eskene||Plaza de San Jorge de Cáceres||39.4738455|-6.3728933|418de64b-9ab4-44cd-a912-b49f951860fb|Nacional
174|Tirso de Molina|Los balcones de Madrid||Ángel Gutiérrez|Teatro de Cámara, Chéjov||||||6c7aebff-230f-4a58-a1a9-1413d2f893da|Nacional
175|Tirso de Molina|La celosa de sí misma|24 de julio de 2009|Marta Torres|A Priori Producciones, Teatro de Malta||Corral de Comedias de Almagro, Ciudad Real||38.8884394|-3.7119119|c9be7fd2-5355-46ae-8ad7-09c97716dd93|Nacional
176|Tirso de Molina|El condenado por desconfiado|5 de febrero de 2010|Carlos Aladro|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón de Madrid||40.4100351|-3.7087301|0ccd848f-09b5-4caf-b0e2-58aa1d7ae457|Nacional
177|Atribuido a Tirso de Molina|El joven burlador||Daniel Gallo Orrego|Compañía de Teatro La Calderona, Escuela de Teatro de la Universidad Católica de Chile||||||7200eccc-87b8-4222-9a18-a2bb0ada96bf|Nacional
178|Atribuido a Tirso de Molina|El burlador de Sevilla|27 de noviembre de 2012|Gonzala Martín Sherman|Factoría Teatro||Sala Capitol de Cáceres||39.4762825|-6.3734965|2c0017d7-4683-4cd4-98a6-6173a5ec819b|Nacional
179|Atribuido a Tirso de Molina|El burlador de Sevilla|1 de novimebre de 2014|Antonio León|Corrales de Comedias Teatro||Casa de la Cultura de Almuñécar, Granada||36.7351118|-3.6927277|93c77cfb-0d3b-45c8-a9b0-b055b6e0cae5|Nacional
180|Tirso de Molina|El pretendiente al revés||José Maya|Brazodoble Producciones||||||5f8c0921-9ce0-47c6-95ad-3de6d8ad2bed|Nacional
181|Tirso de Molina|Crónica de una casa real: La venganza de Tamar y Los cabellos de Absalón||Gustavo Galindo y Mamen Camacho|Teatro Galo Real||||||f29d1907-2770-40cc-b660-63c79a66608e|Nacional
182|Atribuido a Tirso de Molina|El burlador de Sevilla|1 de octubre de 2015|Darío Facal|Teatro Español||Teatro Español de Madrid||40.41495|-3.7027612|19ac16ac-7e51-4932-861f-82e4ee1a5a7a|Nacional
183|Tirso de Molina|Marta la piadosa||Amaya Curieses|Los Barracos||||||e591f7c9-2937-4e0c-8d75-531934104fc6|Nacional
184|Atribuido a Tirso de Molina|El burlador de Sevilla|13 de abril de 2018|Josep María Mestres|Compañía Nacional de Teatro Clásico (CNTC)||Teatro de la Comedia de Madrid||40.4155377|-3.7029672|63488539-bcca-44a3-8d93-a139f6762a0e|Nacional
185|Tirso de Molina|El amor médico|3 de septiembre de 2019|Hugo Nieto|Ensamble Bufo||Corral de Cervantes, Madrid||40.3938322|-3.7022742|f21d4709-ad39-4198-9efe-97698cd68f20|Nacional
186|Tirso de Molina|Don Gil de las calzas verdes||Asun García|La Teatrera||||||0da2a4aa-db0e-4cc0-9e96-31598536ba56|Nacional
187|Tirso de Molina|Mujeres del Siglo de Oro- fragmento de Don Gil de las calzas verdes|18 de septiembre de 2020|Jesús Peña|Teatro Corsario||Biblioteca Pública de Ávila||40.6563257|-4.699828|1f06acbf-6502-4596-ba75-a29965a5aacb|Nacional
188|Atribuido a Tirso de Molina|El burlador de Sevilla|3 de julio de 2022|Xavier Albertí|Compañía Nacional de Teatro Clásico (CNTC)|Festival Grec|Teatro Grec de Barcelona||41.3695109|2.1571623|948a0223-4a59-453b-b33c-b3223b5335ec|Nacional
189|Tirso de Molina|El vergonzoso en palacio|16 de julio de 2022|Carlota Gaviño e Íñigo Rodríguez-Claro|Grumelot||Sala Nave 73 de Madrid||40.403178|-3.6987581|62d62207-2ee8-419a-9f44-5864a7ac5143|Nacional
190|Tirso de Molina|La celosa de sí misma|22 de julio de 2022|Santiago Doria|Compañía Argentina de Teatro Clásico|Festival Internacional de Teatro Clásico de Almagro|Corral de Comedias de Almagro, Ciudad Real||38.8884394|-3.7119119|da0f39d6-a6d3-47a5-838f-abc5313f0d8c|Nacional
191|Atribuido a Tirso de Molina|El burlador de Sevilla|17 de octubre de 2024||O fim do teatro||Instituto Cervantes, Lisboa.||39.5662514|-7.7397602|e9db0253-348a-4521-82b2-d73d49fc9e0a|Nacional
192|Tirso de Molina|Las burladas de don Juan|2 de julio de 2022|Sonia Rubio Malagón|Duelos y Quebrantos||Centro Cultural Gilitos de Alcalá de Henares, Madrid||40.5026311|-3.3685316|eefc95a0-d1c3-4d6f-b034-30dfc331685b|Nacional
193|Francisco de Rojas Zorrilla|Abre el ojo||Francisco Plaza|Amar teatro; Producciones Inconstantes||||||5a62779e-ce17-462c-bd37-3c1be921951a|Nacional
194|Francisco de Rojas Zorrilla|Abre el ojo|21 de marzo de 2003|Javier Mateo|Aula de teatro de la Universidad de Almería|Jornadas de Teatro del Siglo de Oro|Teatro Apolo de Almería (Andalucía)||36.8406068|-2.4644422|4d983506-129a-4d77-b236-4a86e8d000bf|Nacional
195|Francisco de Rojas Zorrilla|Abre el ojo|28 de febrero de 2004|Antonio Barrios|Teatro Par||Teatro Garnelo de Montilla, Córdoba (Andalucía)||37.590577|-4.6404935|1acd107c-911c-4490-a866-3b662fea541c|Nacional
196|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos, y amo criado||Nacho Sánchez Pascual|ComicAstros||||||8d49881d-31f3-4119-ac87-2b8142a285ad|Nacional
197|Francisco de Rojas Zorrilla|Del rey abajo, ninguno|28 de junio de 2007|Laila Ripoll|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico|Almagro, Ciudad Real (Castilla La Mancha)||38.8888321|-3.7162907|ebf0cbb9-da55-4bed-9e38-6e249d70540c|Nacional
198|Francisco de Rojas Zorrilla|Entre bobos anda el juego||José Luis Fernández|In Vitro Teatro||||||d40fcf2f-0ca3-406c-89f3-5b0b9c758a6c|Nacional
199|Francisco de Rojas Zorrilla|La ventana Rojas||Eva del Palacio|Morboria Teatro||||||a04738e9-2a39-40f8-a3c4-154b8c98b8a1|Nacional
200|Francisco de Rojas Zorrilla|Morir pensando matar|19 de junio de 2007|Ernesto Caballero|Compañía Siglo de Oro, RESAD|Festival Clásicos en Alcalá|Corral de COmedias de Zapateros de Alcalá de Henares (Madrid)||40.4822963|-3.3671253|cb2bcf2c-8119-4117-8773-48737436d0f5|Nacional
201|Francisco de Rojas Zorrilla|Entre bobos anda el juego||Amelia Die|Zurdos Contrariados||||||6b47ce33-6d49-4c77-a81d-da7de1368a67|Nacional
202|Francisco de Rojas Zorrilla|Sin honra no hay amistad||Juanma Navas|Rezuma Teatro||||||d1844eeb-b913-4af6-affd-e0bc4d148be1|Nacional
203|Francisco de Rojas Zorrilla|Abre el ojo|25 de noviembre de 2011|Rafael Rodríguez|2rc Teatro Compañía de Repertorio||Teatro Cuyás de Las Palmas de Gran Canaria, Las Palmas (Islas Canarias)||28.1063889|-15.4208993|2a057568-9f18-4241-86a9-e8a8bb4b52e3|Nacional
204|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos||Liuba Cid|Mephisto Teatro||||||966f1a43-ca7f-4179-b207-1da2d751f638|Nacional
205|Francisco de Rojas Zorrilla|Abre el ojo|8 de agosto de 2012|Javier Mateo|Doble K Teatro|Festival Internacional de Teatro, Músia y Danza de San Javier|Auditorio Parque Almansa de San Javier (Murcia)||37.8033574|-0.8362062|ac2acaff-0ae9-403e-b951-34ee4f8be267|Nacional
206|Francisco de Rojas Zorrilla|Obligados y ofendidos|19 de julio de 2012|Francisco Lidón Plaza|Aula de Teatro de Arquitectura de la Universidad Politécnica de Madrid|Campaña Las Huellas de La Barraca|Ermita de La Magdalena de Almagro||38.8844852|-3.7124461|be47c662-6e98-40ab-ad3c-ad5bcec655a9|Nacional
207|Francisco de Rojas Zorrilla|Celos y agravios||Liuba Cid|Mephisto teatro|Festival Internacional de Teatro Clásico de Cáceres|Cáceres (Extremadura)||39.4716679|-6.4113187|bee1aeb4-9017-4657-9596-2fbe3db84cd3|Nacional
208|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|3 de julio de 2014|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico|Hospital de San Juan de Almagro, Ciudad Real (Castilla La Mancha)||38.9384158|-3.9200192|5f819a5c-2e07-488e-9316-e1eac70f3153|Nacional
209|Francisco de Rojas Zorrilla|Los áspides de Cleopatra|7 de septimbre de 2013 (Buenos Aires) 12 de enero de 2014 (España)|Guillermo Heras|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón (Madrid)||40.4100351|-3.7087301|b2e71d96-27bd-430c-bd81-b70dc9baff61|Nacional
210|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|1 de julio de 2017|Macarena Pérez Bravo y Josemi Rodríguez|Pata Teatro||Patio de Arcos del Colegio Prácticas nº1 de Málaga (Andalucía)||36.721541|-4.4247534|555b6992-0f88-4721-a97d-d2f133f99b1c|Nacional
211|Francisco de Rojas Zorrilla|Entre bobos anda el juego|28 de septiembre de 2018|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Salón Cervantes de Alcalá de Henares (Madrid)||40.4834612|-3.3686855|dec9a67e-a1a2-490f-9935-278d90ae0363|Nacional
212|Francisco de Rojas Zorrilla|Guateque 69|17 de julio de 2018|Gorka Martín|Sinsorgadas y Producciones|AlmagrOff|Silo de Almagro, Ciudad Real (Castilla La Mancha)||38.8942093|-3.7103021|b606b5a0-aa77-4723-b2da-0d437fc3a69a|Nacional
213|Francisco de Rojas Zorrilla|Numancia ocupada||Pedro Hofhuis|Jóvenes Clásicos||||||ecc474c3-dff8-4565-88dc-22ee79929635|Nacional
214|Francisco de Rojas Zorrilla|Entre bobos anda el juego|10 de junio de 2021|Paco Carrillo|Verbo Producciones|Festival de Teatro Clásico de Cáceres|Cáceres (Extremadura)||39.4716679|-6.4113187|20e65f5f-31b1-4798-8791-ec6771a185e2|Nacional
215|Francisco de Rojas Zorrilla|Abre el ojo|25 de noviembre de 2022|Eduardo Vasco|Noviembre Teatro||Teatro Calderón de Valladolid, Valladolid (Castilla y León)||41.6539877|-4.7272558|155719ad-bc96-4b72-a9da-4b67c63750ed|Nacional
216|Francisco de Rojas Zorrilla|Amo y criado; ¡Dónde hay agravios no hay celos!|24 de junio de 2022|Eduardo Vasco|Teatro Libre de Bogotá||Teatro Salón Cervantes de Alcalá de Henares (Madrid)||40.4834612|-3.3686855|b865f064-cb47-4509-9007-79e5c7d9c638|Nacional
217|Francisco de Rojas Zorrilla|Los bandos de Verona|27 de junio de 2024|Daniel Alonso de Santos|Secuencia 3|Festival Iberoamericano del Siglo de Oro. Clásicos en Alcalá|||||5062f2e1-87ba-4d65-9730-08e6050e6da1|Nacional
218|Miguel de Cervantes|D. Q. Don Quijote en Barcelona; Don Quijote|30 de septiembre de 2000|Àlex Ollé y Carlos Padrissa|La Fura dels Baus||Gran Teatre del Liceu de Barcelona||41.3802009|2.1707199|0858331a-d881-4462-8acd-bdb5197cf5af|Nacional
219|Miguel de Cervantes|Don Quijote|23 de febrero de 2000|Pedro Halffter Caro|Teatro Real||Teatro Real de Madrid||40.4181364|-3.7128721|cb0f20de-8a25-4266-82f5-b32c70607d5a|Nacional
220|Miguel de Cervantes|Don Quijote, una historia infinita|20 de octubre de 2000|Gianni Fransceschinni|Teatro Achiperre||Teatro Principal de Zamora||41.5045445|-5.7489883|210e329f-5464-4546-8746-9d3d682412f7|Nacional
221|Miguel de Cervantes|El retablo de Maese Pedro|15 de diciembre de 2000|Ferrer Ferran|Bambalina Titelles||Centro Social de Castelló de Rugat (Valencia)||38.9891627|-0.4729399|7fc4aa57-21d4-4a08-acf3-cd664ec9eca0|Nacional
222|Miguel de Cervantes|Imagina libros|||????????||||||5f46cd03-d23e-4244-9540-88d3ff3eed92|Nacional
223|Miguel de Cervantes|Don Quijote (fragmentos)|21 de mayo de 2000||Compañía Nacional de Teatro Clásico (CNTC)||Teatro de la Comedia||40.4155377|-3.7029672|f8f64829-6585-45f8-bc8e-75a60694c69c|Nacional
224|Miguel de Cervantes|Maravillas de Cervantes. Entremeses, magias, habladurías, elecciones, celos, hipocresía y otras fiestas|30 de marzo de 2000|Joan Font|Compañía Nacional de Teatro Clásico (CNTC)||Teatro de la Comedia (Madrid)||40.4155377|-3.7029672|f63069a9-6dbc-4df4-ab5c-59536c31f54a|Nacional
225|Miguel de Cervantes|Odón, Quijote, Don Quijote|11 de septiembre de 2000|Joan Sors|Clownx|Fira de Teatre al Carrer|Espai Infantil de Tàrrega (Lleida)||41.6452411|1.1363301|b078965f-3973-48ae-9773-5279e627e0c9|Nacional
226|Miguel de Cervantes|Quijote; Don Quijote|17 de marzo de 2000|Severiano García|Delirium Teatro||La Granja de Santa Cruz de Tenerife||28.2930504|-16.6102532|9662c03b-5006-49a7-b617-441735605bed|Nacional
227|Miguel de Cervantes|Rinkonete y Kortadillo; Rinconete y Cortadillo|8 de enero de 2000|Antonio Saura|Alquibla Teatro||Teatro Municipal de San Pedro de Pinatar (Murcia)||37.8369567|-0.7882489|51e0d152-ba00-4129-a73d-76a1cba421b7|Nacional
228|Miguel de Cervantes|Caprichos de Cervantes|6 de marzo de 2001||Teatro Galileo|Feira do Teatro de Galicia|Teatro Galileo (Santiago de Compostela)||40.4361848|-3.712751|137bd6a6-6db2-43e1-becb-16ff65356627|Nacional
229|Miguel de Cervantes|Cervantes en vivo|16 de junio de 2001||Chácena Teatro|Ciclo Clásicos en Alcalá|Hospital de Antezana, Alcalá de Henares (Madrid)||40.4822856|-3.3695077|aee22bb5-b84a-4d53-ae29-22853f090f7d|Nacional
230|Miguel de Cervantes|Don Quijote 2000|6 de junio de 2001|Juan J. Martín Uceda|Escuela Municipal de Teatro de Roquetas de Mar||Teatro Apolo de Almería||38.6211372|-4.4017056|5ffb5bd0-3fdf-4764-b98d-094e1df5cdaf|Nacional
231|Miguel de Cervantes|Don Quijote|10 de noviembre de 2001||Anade|Feria de Teatro de Castilla-La Mancha|Pabellón Calle Numancia de Toledo||40.442351|-4.0420134|23d5616b-6013-42e8-b3d5-2fac5ced6b59|Nacional
232|Miguel de Cervantes|Don Quijote el caballero|12 de octubre de 2001|Antonio Laguna y César Gómez|Caja Negra|Muestra Provincial de Teatro|Auditorio Torres López de Tomelloso (Ciudad Real)||39.1547633|-3.0228076|e272e7bf-ad1c-46e2-94c0-ba1fa2e347fe|Nacional
233|Miguel de Cervantes|El hombre que tenía vacíos los aposentos de la cabeza|10 de noviembre de 2001|Jesús Arbués|Producciones Viridiana, Teatro Inestable||Teatro Marín de Teruel||40.3410336|-1.1090647|a8ed01de-2893-441f-99f3-31b2db07e851|Nacional
234|Miguel de Cervantes|El canto del cisne|5 de mayo de 2001|Fernando Vegal|Teatro de los Buenos Aires||Teatro Alhambra de Granada||37.1714846|-3.5939146|81b70720-bc2c-44c1-91cb-d8e7e7131ada|Nacional
235|Miguel de Cervantes|La guarda cuidadosa|16 de junio de 2001|Carlos Mochales|Chácena Teatro||Hospital de Antezana, Alcalá de Henares (Madrid)||40.4822856|-3.3695077|845db034-939c-4040-b5f7-2819d884ebf8|Nacional
236|Miguel de Cervantes|Retablo de las maravillas|20 de junio de 2001|Miguel Serrano|Instante-Zambra||Corral de Carbón de Granada||37.1750547|-3.6007587|98cb7b0b-e648-4b1e-abdf-99a8bc5b9c21|Nacional
237|Miguel de Cervantes|Aventuras de don Quijote y Sancho; Don Quijote|8 de octubre de 2002|Ana María Boudeguer|Asociación cultural La Bicicleta||Sala Sanpol de Madrid||40.423938|-3.7295831|b2b86cad-23ef-48de-bbd2-6f667a21eadf|Nacional
238|Miguel de Cervantes|Delirio de don Quijote y Sancho Panza; Don Quijote||María Elena Diardes|La Recua Teatro||||||88b24070-c20c-4df1-b55d-d2a49e08fefd|Nacional
239|Miguel de Cervantes|Don Quijote|26 de enero de 2002|Carlo Boso|Teatro del Finikito||Teatro La Galera de Alcalá de Henares (Madrid)||40.4801723|-3.3640983|0f69e3a5-7e9e-4704-9232-2f0f96076e46|Nacional
240|Miguel de Cervantes|Don Quijote||Quim Peñart|Teatro de los Caminos||||||c7aebbb6-f2bd-4cd8-a654-f1b6fb9832a1|Nacional
241|Miguel de Cervantes|Don Quijote; Don Quijote en las bodas de Camacho||Pep Oriol|L´Òpera de Tres Rals||||||7b8ea2b1-0565-431c-a9fe-a8859b1e1857|Nacional
242|Miguel de Cervantes|El juez de los divorcios; El retablo de las maravillas; El viejo celoso; La cueva de Salamanca; Los malcasados; Retablo cervantino||Juan Pedro de Aguilar|Compañía Nacional de Teatro Clásico (CNTC)||||||152785c1-c165-41f9-87af-03f3ccff433a|Nacional
243|Miguel de Cervantes|La Gitanilla||Rafael Ruiz|Zascandil||||||b58d00ad-ed51-4fa0-8f51-dcf915734d0a|Nacional
